Title,Description,URL
Otto E. Albrecht Music Library collection,"The Otto E. Albrecht Music Library and Eugene Ormandy Music and Media Center are located in the Van Pelt Library, on the fourth floor (west). We serve the research and teaching needs of Penn’s Music Department and the Penn music community. At the core of the collection are scores in both scholarly and performing editions, literature on music history and theory, ethnomusicology, jazz, popular music, and microforms of primary sources. We house more than 70,000 books, more than 75,000 music scores (print and digital), and more than 50,000 sound recordings and video (digital and analog formats), as well as journals and periodicals. In addition, the Department of Special Collections houses the Library's rare music along with several collections of particular musical interest, including the papers of Marian Anderson, Rudolf Serkin, Alma Mahler Werfel, and the American Musicological Society, the Eugene Ormandy Archive, the Leopold Stokowski Collection, and the archives of the Philadelphia Musical Fund Society, Savoy Company, and Marlboro Music Festival.",https://www.library.upenn.edu/collections/music
UO Libraries Music Collection ,"The Music Collection, one of the largest in Oregon, brings together all the resources music scholars need in one location. The collection consists of over 40,000 music scores and parts (including instrumental methods books), 225 bound and unbound periodicals (serials, magazines, annuals, etc.), and 30,000 books on music. The Music Reference Collection supplies the tools of bibliographic and performance research, including scholarly dictionaries and encyclopedias on all types of music, published research bibliographies and repertoire guides for various instruments and ensembles, published discographies, critical score editions (including numerous complete works editions for individual composers and many collected works/Monuments of Music editions focusing on specific regions, style periods, or genres), and guides to writing about music. Areas of special collecting focus in the Music Collection include music by women and music by Oregon musicians. In addition to the print resources described above, the Music Collection also comprises a variety of electronic resources, including e-books and e-journals, research databases for locating published music scholarship and digitized primary sources, and databases of streaming audio and video content. Digital resources currently available through the UO Libraries' web site that are relative to listeners and musicians include the Audio Resources Online site, which provides access for UO community members to online audio databases; and the Digitized Historic Sheet Music Collection site, which provides digitized copies of sheet music from our collection, including the Oregon Sheet Music Collection and the Women Composers Collection.",https://library.uoregon.edu/music
Zine Collection at University of Missouri-Kansas City,"The Zine Collection was established with the first donation to LaBudde Special Collections in December 2015, after the Kansas City Zine Conference 2015. Comprising multiple individually-named collections, the Zine Collection contains hundreds of magazines representing local and national underground/DIY culture, dating 1970s-2010s.",https://library.umkc.edu/archival-collections/collectionsmoreinfo/122
Raymond Scott Collection at University of Missouri-Kansas City,"The Raymond Scott Collection was donated to the University of Missouri-Kansas City by Mitzi Scott, Raymond's widow, in 1993. The collection relates to the life and career of the pianist, band leader and composer of jazz and popular music, and pioneer in electronic music, 1908-1994.",https://library.umkc.edu/archival-collections/collectionsmoreinfo/246
Women Composers Collection,"The Women Composers Collection contains approximately 2,800 musical works by more than 700 composers. With the exception of several dozen 18th-century works, the music is almost evenly divided between the 19th and 20th centuries. Songs and solo piano music predominate, though choral, orchestral, dramatic, and chamber music are also represented. Most of the scores are first or early editions and, since many of the works have not subsequently been republished, much of the content is rare or even unique. Some pieces include markings or corrections from the composers themselves, and nearly 250 are manuscripts. Among the composers most heavily represented are Loïsa Puget, Cécile Chaminade, Augusta Holmès, Pauline Viardot, Ethel Smyth, Jeanne Boyd, Jane Vieu, Elizabeth Gould, Hedwige Chrétien, Harriet Ware, Carrie Jacobs-Bond, Pauline Duchambge, Liza Lehmann, Virginia Gabriel, Marguerite Roesgen-Champion, Mel Bonis, and Evelyn Sharp.",https://www.lib.umich.edu/collections/collecting-areas/special-collections-and-archives/women-composers-collection
Aldemaro Romero Archive,"Composer, arranger, and pianist Aldemaro Romero was an innovator of Venezuelan music, contributing to its increased visibility on the international scene. His musical career started at the age of 10, singing and playing the guitar on the radio program, La Hora Infantil. In 1941, Romero moved to Caracas and started working as a piano accompanist and composer with one of the most famous tropical bands in Venezuela, Alfonso Larrain's orchestra. In 1948, Romero traveled to New York to work as an arranger and piano accompanist for the record label RCA Victor. In 1952, he began the famous sequel of recordings titled Dinner in… (Caracas, Rio, Buenos Aires, Columbia and Mexico). The Aldemaro Romero Archive is comprised of the artistic and intellectual production of the Venezuelan composer from 1945 to his death in 2007. His collection is divided in two sections: concert and popular music. Aldemaro Romero's concert collection includes 100 original manuscripts and copies of scores with works for symphonic orchestra, chorus and orchestra, solo concerts for wind and string instruments with orchestra, and chamber music. The popular music collection contains 126 songs and 31 instrumental works (vol. 1 and vol. 20), manuscripts and copies of the lead sheets and/or lyrics and recordings. A full description of this collection is available in the Aldemaro Romer Archive Finding Aid. The musical scores from the University of Miami Aldemaro Romero Archive have been digitized and are available online, along with a selection of photographs documenting Romero over the course of his life and career.",https://digitalcollections.library.miami.edu/digital/collection/asm0038
Grainger Museum,"The Grainger Museum is the only purpose-built autobiographical museum in Australia. Its fascinating collection contains not only objects directly related to Percy Grainger's compositional career, such as scores and manuscripts, but also more than 50,000 items, including diaries, ethnographic objects, furniture, decorative arts, photographs, artworks, clothing and correspondence with famous and not-so-famous contemporaries. Grainger began planning the Museum after his mother's death in 1922 and it was officially opened in December 1938. The building was designed by the University's architect, John Gawler of the firm Gawler and Drummond, in close consultation with Grainger. The Museum's historical and architectural significance is recognised by the building's inclusion on the Register of the National Estate and the Victorian Heritage Register, and its classification by the National Trust of Australia (Victoria). In 1955, Grainger set down his revised Aims of the Grainger Museum, outlining his 'cosmopolitan and universalist outlook on music'.",https://grainger.unimelb.edu.au/home
Larry Benicewicz Collection,"The initial batch of materials for this collection was donated in 2006 by American author and journalist Larry Benicewicz, containing audio samples that explore Louisiana traditional music- on radio broadcasts, live performances, and interviews with musicians and industry professionals including: Roy Carrier, Guitar Gable, Lazy Lester, Rod Bernard, Floyd Soileau, and many more. Additional materials were donated in 2020, consisting of images of promotional materials, live performances, and interviews with musicians and industry professionals including: Clifton, Cleveland, and C. J. Chenier, Boozoo Chavis, Katie Webster, and Dickie Landry.",https://cls.louisiana.edu/node/29811
Audio-Visual Archives at the University of Kentucky,"The Audio-Visual Archives collects, preserves and provides access to still photographs, moving images and sound recordings that document the history of Kentucky. Central and eastern Kentucky are heavily represented in the family, studio and institutional photograph, local radio and television and independent film collections.  Major collections include the John C. Wyatt Lexington Herald-Leader photographs and Lafayette Studios.",https://libraries.uky.edu/libpage.php?lweb_id=84&llib_id=13
The University of Kansas Sound Archive,"The University of Kansas Sound Archive is a closed research collection of more than 100,000 recordings representing the entire chronology of recorded sound. It is administratively part of the KU Music and Dance Library. There are several large collections housed in the archive: the James Seaver Opera Archive, the Richard F. Wright Jazz Archive, the AudioHouse Collection, the Paul Bierley Band Collection, and various smaller collections. These collections include albums of Broadway/London musicals and film soundtracks, as well as the original master reels from the 1972 International Carnival of Experimental Sound (ICES). Bibliographic records are being added to the KU Libraries’ online catalog. Until the process of entering each individual title is completed, some items will be missing from the catalog. If you cannot find a specific title in the catalog, please consult the staff of the Music and Dance Library, who will check the un-cataloged items.",https://lib.ku.edu/locations/music/sound-archive
Music & Performing Arts Library at University of Illinois,"The University of Illinois’s Music and Performing Arts Library is one of the largest at a public university, and its music holdings are currently ranked very high among music libraries in the United States and, indeed, in the world. Its collections contain approximately 500,000 physical items in various print and media formats. Dance materials became part of the library’s collections when they were transferred from the University of Illinois’s Applied Life Studies Library in 2004. Theatre materials were transferred from the English Library in summer 2008, and at the same time the library’s name was changed to its current form. The Library supports a wide range of advanced programs in the School of Music, Department of Dance, and Department of Theatre, and collects widely in all three areas. The library’s reference collection is extensive, and the library has current subscriptions to many electronic resources in music, dance, and theatre. Bringing together these three areas facilitates interdisciplinary dialogue between performers of all kinds.",https://www.library.illinois.edu/mpal/
The International Jazz Collections,"Established in 1992 with the donation of the historical materials of jazz legend Lionel Hampton, the International Jazz Collections at the University of Idaho has grown to be one of the significant jazz archives in the world. Housing the complete collections of jazz critic Leonard Feather, trombonist Al Grey and trumpeter Conte Candoli, as well as pieces from the collections of vocalists Joe Williams, Ella Fitzgerald, and Lee Morse; trumpeters Dizzy Gillespie and Doc Cheatham; pianist Jane Jarvis; publisher and collector Neil McCaffrey; and band leader Stan Kenton, the Collections are a growing repository dedicated to the preservation, promotion and study of one of the world's great art forms. The Collections currently house over 500 scores, 10,000 recordings (including the Carl M. Perricone and Bernie Strassberg collections), 45 cubic feet of letters and papers, 5,000 photographs, 17 instruments, and numerous personal items of historical significance including over 35 years of materials and recordings associated with the Lionel Hampton Jazz Festival. Through the Collections’ educational programs and partnerships with the Jazz Festival and other cultural institutions, the archive will be made accessible and available for study and enjoyment by students, jazz and music enthusiasts, musicians and scholars worldwide.",https://www.ijc.uidaho.edu/
The Chicago Jazz Archive,"The Chicago Jazz Archive was founded in 1976 to preserve materials on the birth and early growth of Chicago jazz. Over time, and benefiting from a relationship with the Jazz Institute of Chicago, the collections have grown to span more than eight decades of Chicago and general jazz history. The collections include recordings, publications, photographs, articles, posters, programs, ticket stubs, and other ephemera of musicians, clubs, record companies, and jazz organizations. In 2007-2008, the collections of the Chicago Jazz Archive were transferred to the Special Collections Research Center. Chicago Jazz Archive manuscript and archival collections were processed as part of the Uncovering New Chicago Archives Project (UNCAP), a three-year initiative funded by the Andrew W. Mellon Foundation. These changes have made it possible for the Library to provide expanded access to the Chicago Jazz Archive, utilizing the facilities, services, and staff of the Special Collections Research Center.",https://www.lib.uchicago.edu/collex/collections/chicago-jazz-archive/
UCLA Music Library,"The UCLA Music Library provides access to one of the largest academic music collections in North America and is the largest and oldest major music library on the West Coast of the United States. With access to over 400,000 physical items, the resources for music research, performance, and study span all genres of music from ancient times to today. The Music Library is one of the most used UCLA Library spaces and collections, with over 100,000 visitors and over 35,000 items checked out each year. It supports music study and performance at UCLA, the Herb Alpert School of Music, and throughout Southern California. Always inventive, it has a long history of forward-thinking services and projects, producing concerts and music programs for over 70 years and publishing music literature for over 45 years. The Hugo and Christine Davise Fund for Contemporary Music is administered by the UCLA Music Library to support contemporary music in a wide variety of ways including sponsoring conferences, exhibitions, concerts, residencies, composition competitions, and commissions new works. The Library offers an audiovisual maker’s space, Studio A, and publishes the Contemporary Score Edition, with printed scores and parts and digital, open access scores. It is the first open access edition of new music published by a library.",https://www.library.ucla.edu/location/music-library/about-music-library
UCLA Ethnomusicology Archive,"Established in 1961, the UCLA Ethnomusicology Archive is a world-renowned research archive dedicated to the study of musical traditions from around the globe. The Archive’s collection of more than 150,000 audio, video, print, and photographic items documents musical expressions throughout the world and includes unique field recordings as well as rare commercial recordings. As part of UCLA’s Department of Ethnomusicology, the Archive preserves and makes accessible over 50 years’ worth of audio and video recordings of the department’s famed concerts and also of lectures by legendary scholars and performers, ranging from Mantle Hood to Ravi Shankar to Nati Cano. In addition to preservation and access, the Archive offers a wide range of research, outreach, and educational services. From international scholars to local community members and UCLA students and faculty, the Archive is recognized locally and internationally as an important center of ethnomusicological research and discovery.",https://schoolofmusic.ucla.edu/facilities/ethnomusicology-archive/
Center for Texas Music History,"The Center for Texas Music History was established in 1999 under director Gary Hartman as the Institute for the History of Texas Music at Southwest Texas State University in San Marcos (now Texas State University). It was approved by the Texas State University System Board of Regents on August 20, 1999. In the fall of 2001 the institute was officially renamed the Center for Texas Music History. The center's primary goal is to help students, scholars, and the general public better understand how Texas music reflects the richly diverse ethnic and cultural heritage of the American Southwest. Through a variety of activities and projects, the center strives to increase awareness and appreciation for the important role music plays in shaping and reflecting the historical development of American society. Headquartered in the university's history department, the center offers graduate and undergraduate courses on the musical history of Texas and the Southwest. Students examine the many different ethnic musical influences involved in the development of the region, including Hispanic, Anglo, African-American, Irish, German, Polish, Czech, French, and others. Students also look at how other social, economic, and political factors have helped shape the region, its people, and its music, as well as how Texas and the Southwest have made important contributions to larger American musical idioms such as blues, ragtime, jazz, conjunto, Tejano, western swing, and rock-and-roll. In 2001 the center began publication of The Journal of Texas Music History, the first academic journal to cover the entire spectrum of Southwestern music history. It worked with the Texas State Historical Association to help produce The Handbook of Texas Music which was first published in 2003 and revised and expanded in 2012. The center sponsors the Texas Music Oral History Program through which it conducts interviews with members of the Texas music community and then archives those interviews for future researchers. Furthermore, the center has worked with a variety of museums, including the Bob Bullock Texas State History Museum, as well as public schools and others to organize exhibits, musical performances, and other educational programs. In the early 2000s the center developed the Texas Music History Online web site, which serves as a database for researchers and an interactive classroom teaching tool for educators. Additional events include an annual Texas Music History Unplugged concert, a student songwriter competition, as well as academic panels and other educational activities. The center has released a series of compilation CDs entitled Travelin' Texas, which feature a diverse array of prominent Texas musicians. The center also helps collect archival materials related to Texas music history which are added to the larger Texas music collection housed in the university's Southwestern Writer's Collection. The university's holdings include materials from Willie Nelson, Jerry Jeff Walker, Selena Quintanilla, Stevie Ray Vaughan, the Western Swing Hall of Fame, and many others. By the 2010s the Center for Texas Music History had introduced several new projects, including co-production of a weekly National Public Radio program entitled This Week in Texas Music History and co-production of the PBS television series Texas Music Café. The center also launched a major book series, the John and Robin Dickson Series in Texas Music, in collaboration with Texas A&M University Press, and released it first volume, The History of Texas Music, in 2008. Subsequent books have included Everyday Music (2012) and Deep Ellum: The Other Side of Dallas (2013). In 2015 the center established the Kent Finlay Endowed Scholarship in honor of the late songwriter and founder of Cheatham Street Warehouse.",https://www.txstate.edu/ctmh/
Tennessee Archive of Moving Image and Sound ,"Dating back to 1915, the moving image collection currently contains more than 5,000 reels and videotapes of home movies, documentaries, advertisements, industrial and training films, commercial films, television programming, and newsreels, all with local or regional connections. Its audio collection includes vintage radio programming, sound recordings, and oral histories and field recordings from the region, which date back to the 1930s.",https://www.knoxlib.org/local-family-history/tennessee-archive-moving-image-and-sound
Belfer Audio Laboratory and Archive,"The Diane and Arthur Belfer Audio Laboratory and Archive is the first studio ever designed solely for audio preservation, containing a live end–dead end studio with two control rooms. Founded as an audio archive in 1963 with a collection of 150,000 recordings held off-campus under the leadership of Walter L. Welch, the Special Collections Research Center's collection of sound recordings and related items has grown to over 500,000 items. The collection includes formats from the earliest experimental recordings on tinfoil to modern digital media. The Belfer Audio Laboratory and Archive maintains equipment capable of playing back all of these formats, and performs preservation, digitization, and delicate restoration work on deteriorating recordings.",https://library.syr.edu/scrc/collections/preservation/belfer-lab.php
Belfer Cylinders Digital Connection,"The Belfer Cylinders Digital Connection provides online access to digital audio files of cylinders in the Belfer Audio Laboratory and Archive. Belfer's cylinder collection includes over 20,000 cylinders, 12,000 of which are unique titles. With initial funding from the Gladys Krieble Delmas Foundation, Syracuse University Libraries have been able to digitize over 1,600 cylinders. Work is ongoing, so please check back regularly for newly added titles.",https://library.syr.edu/scrc/collections/digitalasset/cylinders.php
Music Library Collections at University of Buffalo,"The Music Library’s holdings of special materials include rare editions of books and scores, specific areas of content that have served as focal points for collecting, special collections, and archival collections. The history of music at the University at Buffalo is documented through several collections, including programs and clippings generated by Music Department events, audio recordings of concerts and lectures dating back to 1956, and personal archival collections of several music faculty members. Visual documentation includes extensive collections of photographs of local events as well as a large collection of flyers and posters. The Music Library has a significant digital presence as well. In addition to commercial products including electronic journals, indexes, databases, and audio streaming services, the library has created online finding aids to its archival collections and has digitized some of its unique or rare holdings. These include fifteen photograph collections comprising more than 7,000 images, plus selected texts and scores.",https://library.buffalo.edu/music/collections/
Florida Folklife Collection,"Funded in part by the Institute of Museum and Library Services (IMLS), the Florida State Archives has completed a two-year project to enhance access to and provide educational tools based upon the Florida Folklife Collection (Record Group 158), a rich collection of field notes, images, and sound recordings created by the Florida Folklife Program and the Florida Folk Festival that document the ethnic, religious, and cultural diversity reflected in the communities of our state. Materials from the Folklife Collection have been added to the Florida Memory web site (FloridaMemory.com). Through the use of primary historical records, the web-based Florida Memory Project illustrates significant moments in Florida history, provides educational resources for students of all ages, and makes available archival collections useful for historical research. The Florida Folklife Collection includes approximately 150 cubic feet of paper records (including field notes and administrative files) and thousands of audio and video recordings, which date from the 1930s through 2006. Created by Florida folklorists, the Collection consists of 88 individual series that document the performances by, interviews with, and fieldwork surveys of folk musicians, artisans, storytellers, folklife interpreters, and other Florida peoples and their traditions. Topics include children's lore, foodways, religious traditions, Native American culture, numerous musical traditions, art, maritime traditions, ethnic folk culture, material culture, and occupational lore. These records document the living traditions of Florida's peoples. In addition to the research files of the Florida Folklife Program, the Collection also includes the recordings and images of the annual Florida Folk Festival, the nation's longest-running continuous folk festival. Through more than two thousand reel to reels, audio cassettes, and digital audio tapes, as well as thousand of photographic prints and slides, the Collection documents not only the state's oral and musical traditions, but also the development of national musical trends and genres. Performers range from Florida folk artists, including Gamble Rogers, Lilianne Louis, Will McLean, Ida Goodson, and Frog Smith, to national artists such as Vasser Clements, Doc Watson, the Beers Family, and James Kelly.",https://www.floridamemory.com/learn/exhibits/florida-folklife/about.php
The Monterey Jazz Festival Collection,"During its first 25 years, the Monterey Jazz Festival accumulated recordings that featured the most significant jazz musicians of their time. In 1984, the Festival considered placing the recordings in the care of an established archive where they would be preserved in a secure and climate-controlled environment and made available for reference and research. Two years later, in 1986, archivist Barbara Sawka accepted the collection for Stanford, and over subsequent years, the Festival has continued to add each year's performances. The collection documents one of the premiere jazz institutions in the world, comprising over 1,500 sound and moving image recordings of live performances and interviews.  With funding from the GRAMMY Foundation, the National Historical Publications and Records Commission, and Save America's Treasures, the collection has been digitized and cataloged, enabling unprecedented access to this rich vein in the history of jazz.",https://library.stanford.edu/collections/monterey-jazz-festival-collection
Nga Taonga Sound & Vision,"We are New Zealand’s audiovisual archive. Our purpose is to hold our nation’s audiovisual heritage in safe keeping and make it widely accessible. Ngā Taonga Sound & Vision is a charitable trust. We care for an ever-growing collection of films, radio, television, sound recordings, props and documents spanning 120 years of Aotearoa New Zealand’s sound and moving image history. We are committed to the principles of Te Tiriti O Waitangi. We actively develop relationships with whānau, hapū, iwi and Māori organisations to ensure appropriate long-term care of and access to sound and moving image taonga.",https://www.ngataonga.org.nz/collections/what-do-we-hold/sound
PennSound,"PennSound is an ongoing project, committed to producing new audio recordings and preserving existing audio archives. A  web-based archive for noncommercial distribution of the largest collection of poetry sound files on the Internet. PennSound offers a large variety of digital recordings of poems -- currently 1,500 and fast growing -- mostly as song-length singles.",https://www.writing.upenn.edu/pennsound/
Northwestern University Music Library,"Among the largest music collections in the U.S., the Northwestern University Music Library has an unmatched strength in 20th century and contemporary classical music, and holds at least one copy of nearly every new score published since 1945. Its more than 300,000 volumes of books, scores, sound recordings, and journals also include collections of original manuscripts and correspondence, notably, the John Cage collection, which documents the life and work of the 20th century’s most revolutionary composer.",https://www.library.northwestern.edu/libraries-collections/music/index.html
New York Public Radio Archives,"Established in the year 2000, the New York Public Radio Archives are the station's physical link to its rich and storied past. Directed by archivist Andy Lanset, the department provides a central repository for more than 70,000 audio recordings on nearly every format (except cylinder and wire), photographs, memorabilia, reports, news items, program guides, institutional records, and promotional materials.",https://www.wnyc.org/series/archives-preservation/
Moving Image and Recorded Sound Division Schomburg Center for Research in Black Culture,"The Moving Image and Recorded Sound Division (MIRS, pronounced “meers”) collects and preserves audio and moving image (AMI) materials related to the experiences of people of African descent. The division has amassed nearly 400 collections, approximately 5,000 square feet, in a variety of formats, which captures the gestures and sounds of major historical, artistic and cultural moments and influencers. While the strength is the Black American holdings there is considerable Caribbean and African representation in the collection.",https://www.nypl.org/locations/schomburg/moving-image-and-recorded-sound-division
New Hampshire Library of Traditional Jazz,"The New Hampshire Library of Traditional Jazz (NHLTJ) was founded in 1978 by jazz aficionado Dorothy Prescott to preserve and foster appreciation of traditional jazz as an American art form. The archive includes recordings, books, videos, periodicals, photographs, and memorabilia.",https://library.unh.edu/find/special/subject/new-hampshire-library-of-traditional-jazz
National Archives and Records Service of South Africa,"The National Archives and Records Service of South Africa was established by promulgation of the National Archives and Records Service of South Africa Act (Act No 43 of 1996 as amended). This piece of legislation transformed the former State Archives Service into a National Archives and Records Service whose mission, functions and structures reflect the South African democratic political order and imperatives. In essence, the mission of the National Archives and Records Service is to foster a national identity and the protection of rights By preserving a national archival heritage for use by the government and people of South Africa By promoting efficient, accountable and transparent government through the proper management and care of government records. Records were originally created for a specific purpose as evidence of transactions. By preserving public records created by governmental bodies as archives, the National Archives and Records Service seeks to preserve the memory of what a governmental body, an organization or an individual did, as well as the circumstances and context connected with the activity. Archival records therefore help us to understand who we are, either as individuals or as organizations, and where we come from. By providing us with information about our past, we are better able to understand the present. This information is as important to a nation as individual memory is to each person. Indeed, archives provide a basis for the proper understanding of the past that is important in South Africa to inform the development of a new democratic society. A public archives such as the National Archives and Records Service is therefore a special resource for dealing with the social memory of our nation and with protecting people's rights in our country. It is a major resource for fostering a national identity. It is also a treasure house of national memory resources that is accessible to all. Through its statutory regulation of the management of current government records, the National Archives and Records Service promotes efficient, accountable and transparent evidence-based governance. This is because the information in public records constitutes a strategic resource to enable governmental service delivery. Public records also serve as a major channel for accountability, and are a cornerstone of democracy. Through access to public records and archives, transparency is promoted. By regulating systems of classification of public records in all media and their functional management and disposal, the National Archives and Records Service fosters their effective retrieval, use and preservation for functional and archival purposes. The Act provides for a National Archives Advisory Council to advise the Minister and the Director-General of Arts and Culture on any matter relating to the operation of the Act, and to advise the National Archivist on furthering the objects and functions of the National Archives. The other functions of the National Archives Advisory Council as contained in the Act ar to advise and consult with the South African Heritage Resources Agency on the protection of records forming part of the National Estate; to consult with the Public Protector on investigations into unauthorized destruction of records otherwise protected under the Act; and to submit a business plan annually to the Minister for his approval. The composition of the National Archives Advisory Council is determined by section 6 of the National Archives and Records Service of South Africa Act.",http://www.national.archives.gov.za/aboutnasa_content.html
The Australian Archive of Jewish Music,"The Australian Archive of Jewish Music (AAJM) is the only archive in the world concerned exclusively with sound, visual and bibliographic materials on the musical cultures of Jewish communities and individuals in Australia and South, East and Southeast Asia. The AAJM was established at Monash University in 1994 under the umbrella of MAMU. While there are Jewish music archives in various parts of the world, the unique quality of the AAJM is its focus on Australia and South, East and Southeast Asia. Collection-building, networking and research has thus far seen the accumulation of over 1000 vinyl discs (78rpm, 45rpm and 33 1/3rpm), hundreds of audio tapes (reel-to-reel and cassette), videotapes, CDs and DVDs, field recordings of interviews and performances, sheet music and scores, and a plethora of documents, nearly all of which fall within our geographic purview. The AAJM has also accepted donations of musical instruments. Most of our material has been donated or bequeathed by members of the Jewish and wider communities, the result being an eclectic mix of styles and genres, including Klezmer, folk, liturgical and paraliturgical music, Jewish popular and art music, popular and art music presented by Jewish performers, Chassidic music, Holocaust songs, and more. In 2002, the AAJM produced the compilation CD Ta’am as a means of presenting some examples from its sound collection to the general public. The songs and music chosen have an Ashkenazi slant (that is, of Central and East European heritage) and were all performed in Australia. Five years later, the AAJM compiled and produced another CD titled Out of Babylon, which contains mainly Judeo-Babylonian songs performed in Australia, Iraq, Israel, India Singapore Hong Kong and Shanghai. A collection of certain audio files are available online covering pre-1950 recordings of Hebrew and Yiddish songs and performance representative of Jewish music culture in Australia.",https://www.monash.edu/arts/music-archive/special-collections/australian-archive-of-jewish-music
The Max Hunter Collection,"The Max Hunter Collection is an archive of almost 1600 Ozark Mountain folk songs, recorded between 1956 and 1976. A traveling salesman from Springfield, Missouri, Hunter took his reel-to-reel tape recorder into the hills and backwoods of the Ozarks, preserving the heritage of the region by recording the songs and stories of many generations of Ozark history. As important as the songs themselves are the voices of the Missouri and Arkansas folks who shared their talents and recollections with Hunter. Designed to give increased public access to this unique and invaluable resource, this site is a joint project of the Missouri State University Department of Music and the Springfield-Greene County Library in Springfield, Missouri, where the permanent collection is housed. The materials on this website were digitized and transcribed from Max Hunter's original reel-to-reel tapes and typewritten lyrics between 1998 and 2001. The project was led by Dr. Michael F. Murray, with assistance from Kathy Murray (tune transcriptions) and Mark Bilyeu (lyric transcriptions) from the Missouri State University Department of Music.",https://maxhunter.missouristate.edu/
The Milken Archive,"The Milken Archive was founded in 1990 when Lowell Milken perceived an opportunity to preserve and disseminate a body of music that had helped shape the American Jewish experience. After assembling an editorial board comprising experts from diverse fields, the Archive commenced recording a collection currently comprising over 600 pieces of music by roughly 200 composers. Along with the recordings, the Milken Archive has documented the history of Jewish music in America through more than 180 oral histories with composers, cantors, educators, and performers, and invested heavily in the creation of comprehensive essays and liner notes that examine the cultural and historical contexts in which this music has been created. The Milken Archive’s mission is threefold: (1) to preserve Jewish musical history for current and future generations; (2) to disseminate and provide access to that history to a broad audience; and (3) to support and encourage the development of research and educational materials that will foster a broader understanding of the artistic, historical, social, and cultural forces at play in the world of Jewish music.",https://www.milkenarchive.org/
Louisiana Music Archive,"By popular request, a group of ex-musicians and fans have created an archive of music from retired bands from the Louisiana music scene. In this site, you'll find information about bands, and even more amazing, as many recordings of those bands as we could compile. If you have any music from broken-up bands, please feel free to contact us, and we'll be sure to add them to the site as soon as we can. If you have any more information about the bands you see here, again, feel free to contact us.",http://louisianamusicarchive.org/
Polley Music Library,"Welcome to the Polley Music Library, the public music library of Lincoln City Libraries, Lincoln, Nebraska, USA. The music library features a circulating collection of music books, printed music, and compact discs, along with digital collections, non-circulating reference materials, and music magazines. The Polley Music Library answers music-related questions, and provides other services, such as tours and programs.",https://lincolnlibraries.org/polley-music-library/
The Kentucky Center for Traditional Music,"Located in the heart of the Bluegrass State, where Bluegrass, old time and country music history has its roots, The Kentucky Center for Traditional Music (KCTM) preserves, teaches, helps develop and celebrates our rich mountain heritage. KCTM offers an opportunity to study with musicians who have performed with legends like Johnny Cash and at the Grand Ole Opry, and to learn from professionals about performance, history, recording, the music industry and more. KCTM provides a nationally accredited, quality education in traditional music styles including Bluegrass, Old Time, Country, Ballad Singing, Blues, Celtic, Western Swing and more. The music in which KCTM is most involved stems from, or is influenced by, music identified with the southern Appalachian mountain region.","https://www.moreheadstate.edu/caudill-college-of-arts,-humanities-and-social-sci/kentucky-center-for-traditional-music"
Jazz Music Archives,"JazzMusic Archives (JMA) intends to be a complete and accurate jazz music resource. You can find the jazz and jazz related artist's discography from (number) bands and artists, (number) albums (LP,CD, and DVD), ratings and reviews from members who also participate in our jazz forum.",http://www.jazzmusicarchives.com/
Jazzinstitut Darmstadt,"The Jazzinstitut Darmstadt is a cultural institution of the City of Sciences Darmstadt. The Jazzinstitut Darmstadt houses Europe’s largest public jazz archive. In the Institut’s collection you will find books, periodicals, recordings, photos … and much more information about the history and current developments of jazz all over the world. Founded in September 1990, the Jazzinstitut is housed in a baroque hunting chalet called the Bessunger Kavaliershaus (built between 1709 and 1725) since 1997. The historical vaulted cellar underneath the Jazzinstitut has become a performance space for intimate concerts, among them the concert series “JazzTalk”. The institute bridges scholarly and practical demands, regional and multi-cultural activities, as well as transnational scholarly discourses in order to support the music and the many people who keep it alive. It has also earned a reputation in the jazz world for its reliable services answering inquiries of any kind.",https://www.jazzinstitut.de/
hate5six,"This project stands for the redistribution of high-quality live music videos in as much of an anti-capitalist framework as realistically allowable. At its crux, music is the communication of ideas through rhythm and sound. The introduction of money into the equation invariably obscures that connection. In an era when the turnover rate in the community is staggeringly high, this site serves as a vehicle for preservation and posterity. Institutional memory is key in any setting, and hardcore is no exception. A band's live performance tells a story about a particular moment in time relative to a particular audience. The intention here is to share that story with people who could not be there to experience it, both physically and temporally, or with those who have no conception of what hardcore is. Without an audience, a band is just sending acoustic vibrations into an empty room. Without a band, bodies are just standing catatonically in a room waiting for inspiration or some other activation of the senses. This interface between the two defines an impassable gap between seeing a live show in the flesh and watching a two dimensional projection of said show on a screen. They can never be equivalent, but there are ways to construct a bridge that attempts to close that gap. The retelling of these narratives in this manner is the sole mission of hate5six.com.",https://hate5six.com/
